product_id,name,category,brand,price,color,size
5860,Product KJ78,Home,Brand A,123.2,Black,L
5861,Product XF40,Books,Brand E,111.51,,XL
5862,Product ZM6K,Clothing,Brand A,125.31,White,S
5863,Product 62D2,Home,Brand E,87.24,,
5864,Product 356J,Toys,Brand A,79.81,Blue,M
5865,Product R3DF,Books,Brand D,91.42,White,L
5866,Product F5BC,Toys,Brand E,66.1,,XXL
5867,Product I7S5,Toys,Brand D,101.45,White,XXL
5868,Product D4JC,Electronics,Brand E,103.31,Green,
5869,Product 2XQV,Clothing,Brand E,84.45,White,S
5870,Product QLBR,Toys,Brand E,123.99,White,XL
5871,Product AAJX,Books,Brand B,88.0,Green,
5872,Product IBHE,Books,Brand C,144.49,Black,S
5873,Product VQE2,Electronics,Brand E,112.96,Red,M
5874,Product N9QM,Toys,Brand E,94.89,,
5875,Product BSIW,Books,Brand A,135.78,White,S
5876,Product JY55,Clothing,Brand D,84.35,Red,XL
5877,Product WH2V,Toys,Brand D,109.6,White,L
5878,Product J9O4,Books,Brand E,81.72,Black,XL
5879,Product MZY5,Electronics,Brand E,57.7,White,M
5880,Product NHDC,Books,Brand C,57.44,Red,
5881,Product P0NX,Toys,Brand E,88.41,Green,
5882,Product 90WF,Electronics,Brand A,116.99,Black,M
5883,Product 5414,Books,Brand D,138.33,Green,XXL
5884,Product 1YX7,Toys,Brand B,147.38,,S
5885,Product HNZ0,Toys,Brand D,94.98,Blue,S
5886,Product LYQ5,Clothing,Brand A,91.83,Red,XXL
5887,Product VH2Y,Home,Brand D,118.91,,
5888,Product 1BFN,Home,Brand D,38.23,Blue,M
5889,Product MPQV,Toys,Brand D,97.46,,XL
5890,Product OSAC,Electronics,Brand C,55.51,Green,XL
5891,Product A20D,Electronics,Brand B,134.75,Blue,XL
5892,Product 6GIZ,Toys,Brand C,113.65,Green,XXL
5893,Product YHF4,Clothing,Brand A,104.71,Black,XL
5894,Product J1SQ,Home,Brand E,139.68,Red,M
5895,Product OMR3,Clothing,Brand D,74.99,,M
5896,Product 9U7V,Clothing,Brand E,104.89,Blue,XL
5897,Product 76JG,Toys,Brand B,101.13,Blue,L
5898,Product 5ZUW,Toys,Brand C,38.41,Black,
5899,Product J2E8,Electronics,Brand C,106.12,Red,M
5900,Product JJZR,Clothing,Brand C,55.27,Green,XL
5901,Product I3AA,Electronics,Brand D,85.07,White,L
5902,Product K29I,Home,Brand C,139.98,White,XXL
5903,Product NH84,Electronics,Brand C,110.14,,
5904,Product M59O,Books,Brand B,105.98,Green,XXL
5905,Product 23TQ,Toys,Brand E,117.76,Blue,M
5906,Product JP42,Electronics,Brand E,90.67,Green,
5907,Product AVN4,Books,Brand A,92.97,,XXL
5908,Product EMM4,Books,Brand B,90.45,Black,XXL
5909,Product UMKA,Books,Brand D,116.28,White,XXL
5910,Product BIM3,Toys,Brand C,105.9,Green,XXL
5911,Product F2MD,Electronics,Brand E,124.53,Blue,S
5912,Product OPQ1,Electronics,Brand E,125.6,Blue,L
5913,Product WEG5,Books,Brand B,100.76,,
5914,Product F4G1,Electronics,Brand B,117.0,Black,L
5915,Product BXTT,Home,Brand A,74.26,Blue,
5916,Product PEDL,Toys,Brand E,134.65,Green,S
5917,Product 63UB,Clothing,Brand E,118.67,Blue,XL
5918,Product 0WFZ,Books,Brand A,64.31,,S
5919,Product 1YAZ,Toys,Brand E,86.11,Red,S
5920,Product 1SNE,Toys,Brand E,60.53,Blue,S
5921,Product F18E,Home,Brand B,112.07,White,L
5922,Product NWOB,Home,Brand B,63.19,Red,XL
5923,Product UGKW,Clothing,Brand C,83.06,,XXL
5924,Product FNTM,Toys,Brand C,110.78,Black,XXL
5925,Product EYIH,Toys,Brand C,75.9,Black,XL
5926,Product MQ1E,Clothing,Brand D,91.86,Blue,XXL
5927,Product X1WU,Clothing,Brand D,36.17,Blue,M
5928,Product CU2W,Home,Brand E,138.47,Blue,XXL
5929,Product OSTV,Toys,Brand B,75.5,Green,XXL
5930,Product SQQ3,Electronics,Brand E,121.74,Green,M
5931,Product C75F,Toys,Brand B,95.27,Black,M
5932,Product Y12I,Electronics,Brand B,52.22,Blue,L
5933,Product RICB,Clothing,Brand C,124.8,,
5934,Product BELL,Books,Brand D,118.73,Red,S
5935,Product V4G2,Books,Brand B,123.02,Blue,
5936,Product 24R5,Home,Brand B,65.51,Green,S
5937,Product JRC5,Home,Brand D,49.23,,S
5938,Product F06M,Electronics,Brand C,89.03,Black,L
5939,Product EGNU,Toys,Brand B,126.55,Black,L
5940,Product RX4M,Electronics,Brand A,183.62,White,XL
5941,Product 6WIT,Home,Brand E,134.45,Red,L
5942,Product BWO6,Toys,Brand B,74.73,Red,S
5943,Product K7M9,Electronics,Brand D,96.3,Red,
5944,Product PPI1,Toys,Brand D,51.13,Blue,XL
5945,Product ISQH,Books,Brand D,78.29,Black,XXL
5946,Product RMJQ,Electronics,Brand A,117.51,,L
5947,Product KY2B,Clothing,Brand A,130.97,Blue,L
5948,Product 7T0L,Clothing,Brand C,124.83,Blue,XL
5949,Product F91I,Home,Brand B,83.13,Blue,L
5950,Product 5YUV,Electronics,Brand B,95.97,Red,XL
5951,Product LSKS,Toys,Brand C,109.61,Blue,XL
5952,Product U4Z4,Books,Brand E,59.28,Black,S
5953,Product T17Z,Home,Brand A,103.6,,L
5954,Product 8AGL,Electronics,Brand D,70.66,,L
5955,Product CW30,Toys,Brand D,5.05,Red,M
5956,Product KGAY,Clothing,Brand E,104.11,Red,
5957,Product GE6N,Toys,Brand E,90.92,Black,XL
5958,Product PAWE,Toys,Brand E,134.71,Blue,
5959,Product BSQN,Home,Brand A,88.16,Green,M
5960,Product POWM,Clothing,Brand A,88.54,Black,M
5961,Product T6LU,Clothing,Brand E,170.43,White,L
5962,Product B67D,Toys,Brand C,106.49,White,L
5963,Product LFY7,Electronics,Brand B,48.88,Black,XL
5964,Product PIUF,Home,Brand A,75.17,Blue,S
5965,Product D083,Toys,Brand E,110.08,Red,L
5966,Product 034R,Books,Brand C,145.29,Red,S
5967,Product VWZ0,Electronics,Brand D,60.08,Green,L
5968,Product S0HD,Books,Brand E,78.85,Green,S
5969,Product OSTR,Clothing,Brand A,119.19,,
5970,Product 7NJR,Home,Brand D,140.3,White,XL
5971,Product DPMP,Toys,Brand C,89.35,Blue,S
5972,Product L7MD,Toys,Brand D,140.14,Green,
5973,Product FUTU,Electronics,Brand A,121.12,Black,XL
5974,Product HR2F,Clothing,Brand E,117.65,,M
5975,Product 42US,Home,Brand D,139.45,,XXL
5976,Product 84US,Electronics,Brand B,86.59,Red,L
5977,Product 0BUV,Home,Brand A,102.82,Green,S
5978,Product 1ADN,Electronics,Brand E,93.67,Green,
5979,Product JIMW,Electronics,Brand A,142.89,White,XL
5980,Product 93IU,Toys,Brand A,111.01,Green,XL
5981,Product NUTE,Home,Brand B,110.9,Blue,M
5982,Product DXHW,Clothing,Brand C,95.85,,L
5983,Product QPCC,Books,Brand E,99.65,Blue,XXL
5984,Product HO0N,Electronics,Brand A,153.69,White,S
5985,Product 2HQP,Clothing,Brand B,156.5,Black,M
5986,Product XA5T,Books,Brand C,105.47,,M
5987,Product PU2W,Clothing,Brand C,77.86,,
5988,Product SPPP,Home,Brand D,92.7,White,S
5989,Product FGV8,Electronics,Brand C,63.73,Green,M
5990,Product R0DR,Books,Brand B,80.79,Blue,L
5991,Product LLVI,Electronics,Brand B,157.33,Green,M
5992,Product L601,Toys,Brand D,188.39,,XXL
5993,Product 47VN,Clothing,Brand B,107.24,Black,XL
5994,Product OQDS,Books,Brand E,116.97,Black,XL
5995,Product 52K0,Home,Brand C,99.73,White,S
5996,Product 90GM,Home,Brand D,96.5,Blue,
5997,Product ANRE,Electronics,Brand E,152.12,Green,L
5998,Product LFXY,Toys,Brand B,22.16,White,M
5999,Product 0ZEI,Clothing,Brand D,124.5,Black,XXL
6000,Product QRSS,Clothing,Brand E,55.85,,
6001,Product YT2T,Toys,Brand C,92.48,White,S
6002,Product 2SXP,Toys,Brand E,117.22,Blue,
6003,Product DE8W,Electronics,Brand E,99.42,Green,XXL
6004,Product DC6S,Toys,Brand A,67.93,Black,M
6005,Product 33B0,Books,Brand E,122.23,Black,S
6006,Product G57A,Toys,Brand D,125.14,,
6007,Product 80M8,Home,Brand E,134.86,Blue,
6008,Product 0WQH,Home,Brand A,17.25,Red,XXL
6009,Product QM31,Clothing,Brand A,52.73,Blue,L
6010,Product D1J0,Clothing,Brand C,85.16,,S
6011,Product WN2S,Home,Brand E,134.59,White,S
6012,Product 53YF,Electronics,Brand E,149.06,,L
6013,Product 3OFV,Home,Brand E,66.13,Green,M
6014,Product HBY7,Electronics,Brand E,124.46,,S
6015,Product URQN,Electronics,Brand B,95.41,,XXL
6016,Product CF4A,Clothing,Brand A,105.94,Black,L
6017,Product 5RGJ,Clothing,Brand E,87.92,,L
6018,Product 4G7Z,Home,Brand E,124.16,Green,XXL
6019,Product TOSN,Clothing,Brand D,144.3,White,XXL
6020,Product PQFJ,Electronics,Brand C,80.71,Green,XXL
6021,Product 7QSM,Home,Brand D,61.02,Blue,XL
6022,Product Y3SG,Home,Brand C,79.24,Blue,
6023,Product CTV7,Home,Brand C,110.35,Green,M
6024,Product BPP1,Clothing,Brand C,118.0,,M
6025,Product FT7L,Clothing,Brand B,90.22,Black,XXL
6026,Product 6QBY,Toys,Brand B,104.97,Blue,XL
6027,Product 32B4,Electronics,Brand A,141.15,,
6028,Product KSZX,Toys,Brand B,137.88,White,XXL
6029,Product TG8Q,Home,Brand C,103.93,,XL
6030,Product SOS6,Books,Brand A,91.35,Green,L
6031,Product W1LG,Home,Brand E,117.51,White,S
6032,Product I7WQ,Electronics,Brand E,64.9,White,M
6033,Product YJIS,Home,Brand C,103.32,Red,L
6034,Product 5S72,Home,Brand B,62.72,White,M
6035,Product 4RIT,Home,Brand B,112.56,,XXL
6036,Product 8TC4,Home,Brand C,91.33,,
6037,Product T49M,Electronics,Brand C,131.83,,M
6038,Product I3YQ,Books,Brand D,63.53,Green,M
6039,Product 7HTO,Home,Brand A,113.54,Blue,L
6040,Product U8QM,Electronics,Brand B,82.24,Green,L
6041,Product O42Q,Books,Brand E,47.08,Blue,
6042,Product PMBB,Toys,Brand A,110.63,White,L
6043,Product UIXQ,Books,Brand D,81.52,Black,M
6044,Product K57O,Toys,Brand D,103.68,Black,M
6045,Product RV48,Home,Brand E,97.94,Green,XL
6046,Product VEUV,Toys,Brand D,86.75,Blue,XL
6047,Product 4YQR,Home,Brand C,96.05,Green,M
6048,Product I9VH,Electronics,Brand C,56.96,Black,S
6049,Product YL2A,Books,Brand D,103.13,Black,XXL
6050,Product QJEE,Home,Brand A,119.98,Black,XXL
6051,Product 7QEC,Clothing,Brand B,88.86,Green,
6052,Product J8JJ,Books,Brand D,37.29,,M
6053,Product CF2O,Home,Brand B,121.86,Blue,L
6054,Product JI9G,Clothing,Brand D,95.26,White,XXL
6055,Product HKGG,Electronics,Brand A,57.98,Blue,M
6056,Product SAJJ,Clothing,Brand C,132.31,,XXL
6057,Product IU98,Electronics,Brand C,71.91,,XXL
6058,Product KBTD,Electronics,Brand D,73.17,Blue,XXL
6059,Product GLRG,Home,Brand B,85.39,Blue,M
6060,Product Q9KG,Electronics,Brand B,79.11,Black,M
6061,Product O9ER,Home,Brand E,162.91,Red,S
6062,Product 4TU1,Books,Brand E,127.11,Black,
6063,Product 89R4,Books,Brand D,108.5,,
6064,Product W0TC,Home,Brand A,77.48,,XL
6065,Product PAH3,Home,Brand B,130.73,White,M
6066,Product 5H15,Toys,Brand A,50.9,Blue,XL
6067,Product PCOK,Clothing,Brand C,65.52,White,S
6068,Product PRID,Clothing,Brand C,86.8,White,XL
6069,Product I4PE,Electronics,Brand C,97.04,Blue,
6070,Product EUDG,Toys,Brand B,78.98,White,M
6071,Product ZPKS,Home,Brand C,99.73,White,XL
6072,Product 90RU,Books,Brand C,90.44,Green,
6073,Product JI6V,Home,Brand E,80.88,Red,M
6074,Product RL6K,Electronics,Brand D,75.77,Blue,
6075,Product 0HWU,Clothing,Brand E,116.04,Black,L
6076,Product 5NYS,Home,Brand D,67.48,,M
6077,Product RVWE,Electronics,Brand A,118.81,Blue,S
6078,Product YO1Y,Home,Brand C,104.02,White,
6079,Product 1ZA8,Electronics,Brand E,120.05,Green,XXL
6080,Product E54R,Clothing,Brand E,77.02,Blue,M
6081,Product JHMH,Home,Brand C,65.38,Green,S
6082,Product EKHJ,Electronics,Brand E,94.19,Black,XXL
6083,Product GVPH,Books,Brand D,108.35,White,S
6084,Product B8YJ,Home,Brand C,129.49,,S
6085,Product XTM4,Clothing,Brand D,46.4,,
6086,Product 60ZA,Home,Brand E,100.53,Green,
6087,Product 1RRA,Electronics,Brand E,123.96,Green,M
6088,Product 8T1X,Home,Brand C,129.26,Green,
6089,Product SDO3,Toys,Brand D,140.77,Blue,
6090,Product XI8C,Clothing,Brand E,72.44,Red,XL
6091,Product H9L1,Books,Brand E,48.15,Black,XL
6092,Product ZRZW,Clothing,Brand A,72.75,Blue,XL
6093,Product 97T0,Home,Brand B,143.67,White,XXL
6094,Product GWW0,Clothing,Brand E,128.07,Black,M
6095,Product 8M1X,Toys,Brand E,82.85,White,L
6096,Product KGN2,Clothing,Brand C,114.22,,XL
6097,Product EUO0,Electronics,Brand A,86.89,Red,M
6098,Product IJ85,Electronics,Brand E,141.46,Blue,L
6099,Product CR1E,Electronics,Brand C,98.71,Blue,M
6100,Product MJJJ,Clothing,Brand C,88.47,Black,M
6101,Product YMYF,Clothing,Brand A,101.48,Blue,L
6102,Product AT34,Home,Brand C,53.15,White,XL
6103,Product HB5G,Electronics,Brand B,105.08,Black,M
6104,Product 4CLV,Books,Brand B,100.96,Red,M
6105,Product K69N,Clothing,Brand A,75.84,,
6106,Product 4R2Q,Home,Brand D,80.41,Green,L
6107,Product W2Z8,Clothing,Brand B,92.0,,S
6108,Product VLE3,Toys,Brand B,137.12,,
6109,Product S2US,Electronics,Brand A,128.08,Blue,XL
6110,Product 1WWN,Toys,Brand C,111.02,Red,
6111,Product JARY,Books,Brand A,107.49,Black,S
6112,Product 2ML5,Electronics,Brand C,146.16,,
6113,Product 8BAL,Home,Brand C,158.58,Blue,S
6114,Product UNZI,Home,Brand C,73.16,,S
6115,Product 52FB,Electronics,Brand E,96.88,White,XXL
6116,Product GNHX,Books,Brand C,148.18,Black,L
6117,Product 0QUB,Home,Brand B,125.31,Black,
6118,Product ZXO5,Electronics,Brand C,100.08,Red,XL
6119,Product AMHZ,Clothing,Brand C,91.33,White,L
6120,Product MYYT,Toys,Brand A,152.72,Blue,
6121,Product LRQX,Toys,Brand E,92.38,White,XXL
6122,Product V6VG,Electronics,Brand E,64.72,Green,
6123,Product 3Z0L,Electronics,Brand B,95.47,Green,XL
6124,Product JHBC,Clothing,Brand D,133.42,Green,L
6125,Product 6ULH,Electronics,Brand C,87.42,,M
6126,Product JKTD,Electronics,Brand C,82.51,Green,XXL
6127,Product IEOE,Electronics,Brand D,73.09,,XXL
6128,Product MM60,Electronics,Brand E,132.82,Green,L
6129,Product YMTP,Home,Brand B,61.36,Blue,L
6130,Product GR7X,Books,Brand A,91.33,,XL
6131,Product UFS2,Toys,Brand C,95.34,Blue,XL
6132,Product TTSN,Books,Brand C,98.36,Red,M
6133,Product TJAB,Books,Brand D,107.27,Green,XXL
6134,Product 12NZ,Books,Brand E,105.95,Black,M
6135,Product 10R1,Home,Brand D,53.86,Blue,XXL
6136,Product R8BF,Toys,Brand E,101.3,Green,
6137,Product R2IH,Home,Brand A,85.26,Black,XXL
6138,Product 5WR2,Home,Brand E,107.9,White,
6139,Product BDTC,Books,Brand B,110.06,,M
6140,Product YHZI,Clothing,Brand D,86.21,White,XL
6141,Product E78D,Clothing,Brand B,72.84,Red,S
6142,Product KITG,Books,Brand B,152.5,Blue,XXL
6143,Product FFLX,Clothing,Brand B,105.13,,XXL
6144,Product K049,Electronics,Brand C,57.64,Blue,M
6145,Product 4CNB,Toys,Brand D,89.92,Black,
6146,Product BL98,Electronics,Brand C,113.56,,M
6147,Product E2SY,Home,Brand A,55.59,,M
6148,Product IYEC,Books,Brand A,105.9,Green,
6149,Product GI5M,Home,Brand E,76.19,Green,L
6150,Product UFVF,Toys,Brand D,86.25,Black,L
6151,Product WMXR,Clothing,Brand C,67.26,Red,M
6152,Product 42J6,Clothing,Brand E,67.06,White,M
6153,Product ZB02,Toys,Brand D,30.59,Red,M
6154,Product S43L,Home,Brand E,65.21,Black,L
6155,Product ORIF,Clothing,Brand C,78.25,Red,XXL
6156,Product AEZ0,Toys,Brand C,142.63,,L
6157,Product 9M9F,Books,Brand D,130.76,,S
6158,Product S24Z,Electronics,Brand A,129.65,,XL
6159,Product REIG,Toys,Brand B,88.47,Blue,S
6160,Product IFUP,Books,Brand E,34.07,Black,XL
6161,Product QALX,Books,Brand D,107.95,,S
6162,Product H3LR,Books,Brand D,94.95,White,M
6163,Product NS2T,Clothing,Brand B,127.62,Black,
6164,Product IZI6,Toys,Brand C,105.43,Green,XXL
6165,Product YRV0,Clothing,Brand B,41.5,White,M
6166,Product E2BN,Books,Brand A,102.85,Blue,XXL
6167,Product 302Q,Books,Brand C,58.65,Black,M
6168,Product 3K5Q,Toys,Brand D,52.08,,L
6169,Product JZ4M,Clothing,Brand C,106.78,Black,M
6170,Product 83Q5,Toys,Brand A,121.91,,L
6171,Product SZRI,Books,Brand B,109.53,Blue,XXL
6172,Product U15J,Electronics,Brand C,96.78,Black,XXL
6173,Product 6L0G,Toys,Brand E,101.9,Red,XXL
6174,Product HTB0,Books,Brand C,103.89,Blue,XXL
6175,Product GQ0T,Books,Brand C,112.3,,
6176,Product 6UBP,Books,Brand C,66.49,Green,S
6177,Product TCE1,Electronics,Brand E,84.99,Black,XL
6178,Product RXB9,Home,Brand B,182.76,White,M
6179,Product PC85,Home,Brand E,104.32,Blue,XL
6180,Product 4I7U,Home,Brand E,76.91,,XXL
6181,Product 4Y1C,Electronics,Brand C,155.33,Green,
6182,Product H0L8,Books,Brand C,90.1,Blue,
6183,Product 3FL6,Books,Brand C,113.31,Blue,M
6184,Product 4JDU,Home,Brand C,49.51,Black,XXL
6185,Product RL59,Books,Brand E,56.05,Blue,XL
6186,Product 0ZA4,Home,Brand C,51.74,Green,
6187,Product IHUA,Clothing,Brand D,120.82,Black,M
6188,Product OR2S,Toys,Brand D,99.12,Black,
6189,Product ZFT1,Toys,Brand B,69.93,Black,S
6190,Product X4WK,Toys,Brand B,88.59,,XXL
6191,Product EKV7,Clothing,Brand A,173.91,Green,L
6192,Product C81S,Clothing,Brand D,162.97,Blue,S
6193,Product WZMM,Clothing,Brand A,82.72,Green,XL
6194,Product 0QZ7,Books,Brand A,129.6,White,M
6195,Product QYXU,Home,Brand A,100.59,White,
6196,Product G6WQ,Toys,Brand C,116.21,,L
6197,Product 5WYB,Toys,Brand B,72.29,Black,M
6198,Product SPZD,Electronics,Brand D,94.22,Black,XXL
6199,Product QQBW,Home,Brand A,145.26,,L
6200,Product Q9WF,Home,Brand E,140.05,Red,XL
6201,Product XPDY,Books,Brand B,93.71,White,L
6202,Product 9FPV,Clothing,Brand A,102.82,Red,S
6203,Product GMNT,Electronics,Brand B,81.26,Green,L
6204,Product MD8V,Toys,Brand C,123.28,Red,S
6205,Product 7WZO,Electronics,Brand D,99.53,,S
6206,Product QUCZ,Home,Brand C,109.76,,M
6207,Product K1SX,Toys,Brand A,112.9,,XXL
6208,Product CMZW,Books,Brand A,155.56,Red,
6209,Product ETXX,Electronics,Brand A,137.37,Blue,XL
6210,Product DPU5,Books,Brand C,61.75,Red,XL
6211,Product 0F2I,Toys,Brand C,106.12,Black,S
6212,Product DZI2,Electronics,Brand C,55.89,,XXL
6213,Product I54S,Books,Brand E,177.02,Blue,
6214,Product JFYO,Electronics,Brand B,125.64,Green,
6215,Product US84,Toys,Brand B,115.73,Black,S
6216,Product M9B9,Home,Brand D,102.82,Blue,
6217,Product P8YR,Home,Brand D,151.45,Black,
6218,Product RTGZ,Books,Brand A,141.34,White,
6219,Product R29Q,Electronics,Brand C,112.38,Red,XXL
6220,Product 6UGH,Books,Brand E,126.46,White,M
6221,Product ZDXK,Books,Brand A,83.53,,XXL
6222,Product 0AG4,Clothing,Brand B,132.69,White,M
6223,Product WO4Q,Books,Brand B,82.29,Red,L
6224,Product ML4A,Toys,Brand D,107.89,Red,M
6225,Product 79LJ,Books,Brand A,129.28,Red,
6226,Product HESI,Toys,Brand B,90.15,White,
6227,Product XVEY,Clothing,Brand D,91.45,White,
6228,Product WL4E,Books,Brand A,99.19,Black,L
6229,Product R8BM,Home,Brand D,62.51,Black,S
6230,Product 6UYZ,Books,Brand C,100.74,,L
6231,Product VZ8K,Home,Brand C,124.97,Blue,L
6232,Product JU7D,Electronics,Brand C,85.62,Black,
6233,Product P3Y2,Home,Brand D,131.06,Red,M
6234,Product W254,Toys,Brand D,103.21,Black,XXL
6235,Product K2RY,Electronics,Brand B,122.52,White,XXL
6236,Product 6B4U,Clothing,Brand B,26.32,White,XL
6237,Product O6QR,Home,Brand C,102.13,,M
6238,Product 0JG8,Home,Brand C,72.14,Green,L
6239,Product Z9VX,Toys,Brand C,80.49,White,XL
6240,Product JKIA,Toys,Brand D,60.21,Red,M
6241,Product 6VFX,Toys,Brand C,107.37,Black,L
6242,Product 6ZUZ,Books,Brand A,78.99,,XXL
6243,Product B62U,Books,Brand E,110.22,Black,L
6244,Product YOVW,Toys,Brand A,61.55,Red,S
6245,Product VPSS,Electronics,Brand D,29.64,Blue,XL
6246,Product 0MOK,Electronics,Brand E,93.66,Red,L
6247,Product VMFA,Toys,Brand E,129.96,Blue,XL
6248,Product RRZL,Home,Brand E,173.28,Red,M
6249,Product OVMT,Clothing,Brand C,101.56,,XL
6250,Product B0JU,Electronics,Brand E,100.18,Blue,S
6251,Product U9GR,Clothing,Brand A,83.75,Black,XXL
6252,Product PSPB,Home,Brand E,98.71,Blue,L
6253,Product 1D61,Toys,Brand B,131.67,Green,XL
6254,Product 9BSG,Home,Brand A,63.12,White,S
6255,Product D2DN,Electronics,Brand D,113.99,White,M
6256,Product ADQX,Electronics,Brand E,135.82,Blue,M
6257,Product QJZS,Toys,Brand C,155.61,,
6258,Product 2DNA,Home,Brand B,147.73,Blue,XL
6259,Product 183R,Electronics,Brand B,112.81,Black,XXL
6260,Product IH35,Clothing,Brand A,126.79,Black,
6261,Product 85NJ,Books,Brand A,103.9,Blue,M
6262,Product H6LK,Clothing,Brand A,34.79,Red,
6263,Product 6Z17,Electronics,Brand E,72.28,White,M
6264,Product J4DA,Books,Brand E,86.79,Blue,XXL
6265,Product 3S8T,Books,Brand A,99.63,Black,M
6266,Product Y7WD,Clothing,Brand C,92.4,,XXL
6267,Product UQGX,Electronics,Brand A,91.29,Blue,M
6268,Product R8K7,Electronics,Brand D,94.94,Red,XXL
6269,Product 1ZBX,Books,Brand E,118.42,White,XXL
6270,Product 54D1,Toys,Brand A,123.54,Black,
6271,Product BI9I,Clothing,Brand B,148.56,Green,XXL
6272,Product X9AX,Clothing,Brand B,82.32,Black,XL
6273,Product NMNI,Books,Brand D,77.74,,L
6274,Product HYZT,Clothing,Brand C,65.95,White,S
6275,Product RZCA,Clothing,Brand B,90.92,White,XXL
6276,Product SBN6,Toys,Brand E,146.75,Black,XXL
6277,Product AUA7,Books,Brand E,86.83,Green,L
6278,Product VD9O,Toys,Brand B,62.46,Black,XXL
6279,Product 22A3,Electronics,Brand D,135.15,Blue,S
6280,Product B0TV,Clothing,Brand C,106.32,Blue,
6281,Product JNE9,Books,Brand B,71.75,Red,XXL
6282,Product G06V,Home,Brand B,143.53,White,XL
6283,Product ESBT,Books,Brand D,116.4,White,L
6284,Product WAZX,Toys,Brand E,146.67,Red,
6285,Product 91QH,Books,Brand B,91.18,Black,M
6286,Product PXZR,Home,Brand B,78.69,Blue,XXL
6287,Product 8BQY,Home,Brand A,89.13,Green,S
6288,Product UXN7,Home,Brand B,56.88,Blue,S
6289,Product 9J17,Electronics,Brand C,141.39,Red,XL
6290,Product 9ILF,Toys,Brand A,94.18,,S
6291,Product D01Y,Books,Brand E,100.78,Black,M
6292,Product SKCW,Toys,Brand B,105.09,Red,
6293,Product V2KT,Electronics,Brand B,77.55,White,
6294,Product OCGX,Home,Brand E,88.36,,M
6295,Product THRA,Books,Brand E,80.76,Blue,L
6296,Product GC9T,Electronics,Brand D,88.38,Black,S
6297,Product SHOW,Books,Brand A,101.61,Green,XL
6298,Product 4CAX,Home,Brand D,99.25,White,L
6299,Product 2F1C,Clothing,Brand C,115.31,Green,XL
6300,Product OY0Q,Toys,Brand E,103.05,Blue,S
6301,Product Y9D0,Books,Brand C,99.17,Black,XL
6302,Product 60VR,Toys,Brand E,125.9,White,S
6303,Product 3641,Home,Brand A,107.6,White,
6304,Product VIRR,Home,Brand E,45.21,Black,XXL
6305,Product YDFK,Toys,Brand D,114.3,White,L
6306,Product PGBJ,Toys,Brand A,91.02,Black,M
6307,Product PK4M,Clothing,Brand B,138.95,Green,
6308,Product J2EX,Electronics,Brand A,113.77,Red,
6309,Product HBWZ,Toys,Brand D,92.03,Red,XL
6310,Product J62O,Home,Brand E,42.32,Blue,S
6311,Product AE16,Home,Brand E,69.93,,M
6312,Product K1J1,Books,Brand D,149.96,Red,XXL
6313,Product BAYU,Books,Brand C,106.84,,S
6314,Product QWX7,Electronics,Brand E,113.63,White,L
6315,Product SL21,Electronics,Brand C,71.83,Green,XL
6316,Product 70A9,Home,Brand B,109.76,Red,M
6317,Product AF21,Clothing,Brand B,95.2,White,XXL
6318,Product I6KH,Home,Brand C,102.04,White,XXL
6319,Product QXTW,Clothing,Brand A,125.93,Red,XXL
6320,Product GPHO,Books,Brand E,97.03,White,L
6321,Product 9NP2,Toys,Brand D,51.85,,XL
6322,Product 7L34,Books,Brand A,102.81,White,L
6323,Product 81ZN,Toys,Brand A,108.53,Black,M
6324,Product B9BS,Books,Brand D,29.37,,M
6325,Product MJ1Y,Home,Brand A,86.84,,
6326,Product XDDL,Toys,Brand D,123.71,Black,
6327,Product 9HS6,Books,Brand D,104.16,Blue,M
6328,Product Q2H9,Clothing,Brand D,79.18,Blue,
6329,Product ERC2,Electronics,Brand E,117.66,Red,XXL
6330,Product N3OJ,Books,Brand D,79.48,White,M
6331,Product YAHA,Toys,Brand B,89.44,Blue,XXL
6332,Product XR7K,Toys,Brand A,143.12,Red,S
6333,Product ZNLV,Toys,Brand E,85.09,Green,
6334,Product M4ZT,Electronics,Brand D,57.8,Black,S
6335,Product NBW3,Clothing,Brand C,105.73,Blue,S
6336,Product 1FGP,Electronics,Brand C,99.51,Green,L
6337,Product OSWP,Clothing,Brand C,139.0,,
6338,Product WB5Q,Home,Brand B,102.14,Black,XL
6339,Product M12K,Home,Brand C,75.89,Red,
6340,Product XFM3,Books,Brand A,113.84,Black,M
6341,Product 5BQU,Books,Brand C,114.91,Blue,
6342,Product LMNH,Toys,Brand A,48.31,Red,XXL
6343,Product U6M9,Home,Brand C,134.71,Red,M
6344,Product CQUC,Toys,Brand C,41.54,,XL
6345,Product PPID,Clothing,Brand B,104.39,Green,S
6346,Product 9DM6,Electronics,Brand C,162.32,Black,M
6347,Product XQIU,Home,Brand D,65.27,Red,XXL
6348,Product X3PE,Toys,Brand C,85.98,Green,S
6349,Product EEXF,Home,Brand C,118.59,White,XL
6350,Product QH38,Books,Brand C,116.73,Red,M
6351,Product EJVE,Clothing,Brand E,95.97,Blue,M
6352,Product KBGQ,Home,Brand E,86.61,,XL
6353,Product KJQ6,Electronics,Brand B,109.16,Black,M
6354,Product UEPP,Books,Brand D,111.38,,
6355,Product 63OU,Books,Brand E,143.62,Red,M
